Protein_Id	Gene_Symbol	Description	Group_ID	Number_of_peptides	Collapsed	Parsimony	default~ratios0 sum	TMTPro126	TMTPro128C	TMTPro129N	TMTPro130C	TMTPro131N	TMTPro131C	TMTPro133C	TMTPro134N	default~ratios9 sum
KY21.Chr9.948.v1.SL1-1			5599	3	C	UR	0	0.43582	0.26134	0.4057	0.35928	0.37875	0.36947	0.43097	0.35867	0
KY21.Chr11.849.v1.nonSL4-1			5601	3	C	UR	0	0.32278	0.244586	0.35128	0.39415	0.47615	0.33277	0.44072	0.43755	0
KY21.Chr7.869.v1.SL1-1			5602	3	C	UR	0	0.42528	0.34624	0.36692	0.286232	0.363559	0.394363	0.4081	0.409306	0
KY21.Chr5.1128.v1.SL1-1			5603	1	C	UR	0	0.085624	0.074723	0.13381	0.091777	0.13168	0.13551	0.18431	0.16256	0
KY21.Chr8.526.v1.SL2-1			5604	16	C	UR	0	1.9979	1.75535	1.9013	1.78261	2.06364	2.01537	2.45274	2.03112	0
KY21.Chr11.855.v1.SL1-1			5605	11	C	UR	0	1.43611	1.21388	1.38651	1.30914	1.55655	1.15728	1.50059	1.43993	0
KY21.Chr5.651.v1.ND1-1			5606	1	C	UR	0	0.058884	0.035702	0.048642	0.079123	0.13531	0.119	0.23499	0.28835	0
KY21.Chr6.49.v1.SL1-1			5607	3	C	UR	0	0.44321	0.36674	0.40914	0.34235	0.37223	0.37359	0.372934	0.319813	0
KY21.Chr2.1077.v1.nonSL3-1			5608	1	C	UR	0	0.045688	0.0379	0.032096	0.055535	0.11161	0.17633	0.25279	0.28805	0
KY21.Chr9.396.v1.SL2-1			5609	1	C	UR	0	0.15785	0.12661	0.13091	0.073573	0.13537	0.10329	0.15354	0.11886	0
KY21.Chr10.241.v1.SL1-1			5610	4	C	UR	0	0.46781	0.375221	0.46392	0.52634	0.52789	0.488347	0.6214	0.52907	0
KY21.Chr11.1085.v1.ND1-1			5611	3	C	UR	0	0.28413	0.246051	0.294056	0.39498	0.45801	0.42405	0.47465	0.42405	0
KY21.Chr3.658.v1.SL1-1			5612	3	C	UR	0	0.3895	0.34732	0.39105	0.46298	0.42944	0.329674	0.313504	0.336539	0
KY21.Chr2.1042.v1.nonSL1-1			5613	3	C	UR	0	0.31159	0.326285	0.47503	0.53761	0.47663	0.32965	0.36923	0.173966	0
KY21.Chr3.514.v1.nonSL2-1			5614	1	C	UR	0	0.00040096	0.0001713	0.29889	0.61499	0.084374	0.00038131	0.00039409	0.00040288	0
KY21.Chr2.484.v1.SL1-1			5615	3	C	UR	0	0.104397	0.096911	0.278428	0.38099	0.51004	0.51564	0.59096	0.52265	0
KY21.Chr14.283.v1.nonSL3-1			5616	2	C	UR	0	0.23632	0.20982	0.25537	0.25856	0.29698	0.24474	0.26401	0.2342	0
KY21.Chr2.205.v1.nonSL4-1			5617	3	C	UR	0	0.332151	0.310727	0.3929	0.37792	0.45596	0.383158	0.40638	0.34079	0
KY21.Chr11.285.v1.SL1-1			5618	2	C	UR	0	0.26247	0.25044	0.2754	0.210276	0.24225	0.197859	0.29704	0.26428	0
KY21.Chr6.528.v1.SL1-1			5619	8	C	UR	0	0.918097	0.739155	0.854147	1.01535	1.1522	1.10807	1.20122	1.01172	0
KY21.Chr6.524.v2.SL2-1			5620	6	C	UR	0	0.639426	0.551261	0.79868	0.86277	0.88785	0.82353	0.733768	0.70269	0
KY21.Chr6.282.v1.nonSL2-1			5621	1	C	UR	0	0.078952	0.065273	0.11737	0.12644	0.14649	0.1574	0.15413	0.15394	0
KY21.Chr3.740.v1.SL1-1			5622	4	C	UR	0	0.00999875	0.022058	0.0480869	0.0178746	0.153375	0.57727	1.28243	1.88892	0
KY21.Chr11.347.v1.SL1-1			5623	3	C	UR	0	0.18007	0.193234	0.31395	0.32198	0.41854	0.45389	0.55983	0.55851	0
KY21.Chr8.399.v1.SL1-1			5624	3	C	UR	0	0.39701	0.345591	0.204135	0.37852	0.41606	0.36293	0.59585	0.299907	0
KY21.Chr5.68.v1.nonSL14-1			5625	4	C	UR	0	0.48467	0.422826	0.49989	0.50623	0.59975	0.49037	0.5206	0.47568	0
KY21.Chr14.513.v1.ND1-1			5626	5	C	UR	0	0.482159	0.424199	0.60913	0.63841	0.78522	0.76823	0.6951	0.597543	0
KY21.Chr11.1050.v1.ND1-1			5627	2	C	UR	0	0.21773	0.2601	0.4083	0.33652	0.27345	0.18318	0.198646	0.122081	0
KY21.Chr13.482.v1.SL1-1			5628	3	C	UR	0	0.206844	0.192237	0.224468	0.268186	0.37876	0.38681	0.60866	0.73403	0
KY21.Chr7.535.v2.ND1-1			5629	4	C	UR	0	0.0456981	0.0321721	0.0537637	0.0819833	0.75772	2.20442	0.69177	0.13248	0
KY21.Chr10.428.v1.SL2-1			5631	1	C	UR	0	0.11041	0.066516	0.091683	0.076701	0.12753	0.067255	0.22003	0.23989	0
KY21.Chr5.27.v1.ND1-1			5632	1	C	UR	0	0.30915	0.29225	0.39381	0.0016293	0.00094049	0.00033815	0.00080049	0.0010818	0
KY21.Chr9.433.v1.SL1-1			5633	9	C	UR	0	0.804841	0.67597	0.710489	0.629346	1.10573	1.32738	1.86986	1.87638	0
KY21.Chr7.877.v2.nonSL1-1			5634	6	C	UR	0	0.566187	0.517787	0.664487	0.664866	0.91076	0.82506	0.9966	0.85424	0
KY21.Chr9.1165.v1.SL1-1			5635	3	C	UR	0	0.37304	0.307017	0.3723	0.33166	0.309861	0.330828	0.50579	0.46951	0
KY21.Chr11.349.v1.SL1-1			5636	7	C	UR	0	0.896286	0.78068	1.22722	0.915	0.793576	0.738555	0.889619	0.759065	0
KY21.Chr4.1067.v1.nonSL3-1			5638	2	C	UR	0	0.118537	0.076859	0.0959	0.133523	0.156403	0.27105	0.44266	0.70507	0
KY21.Chr12.747.v1.nonSL28-1			5639	3	C	UR	0	0.79329	0.77004	0.6861	0.34696	0.258811	0.080131	0.052406	0.0122513	0
KY21.Chr11.357.v1.nonSL2-1			5640	1	C	UR	0	0.00031301	0.00014543	0.10202	0.18661	0.24675	0.16152	0.16197	0.14065	0
KY21.Chr4.843.v1.SL1-1			5641	5	C	UR	0	0.391247	0.313884	0.417943	0.475727	0.68067	0.80838	0.94787	0.96427	0
KY21.Chr12.998.v1.SL1-1			5642	1	C	UR	0	0.052763	0.010575	0.058521	0.000051038	0.0092536	0.026561	0.20261	0.63967	0
KY21.Chr1.140.v1.SL2-1			5643	1	C	UR	0	0.48535	0.066524	0.047091	0.000072464	0.069442	0.066931	0.090283	0.17431	0
KY21.Chr13.91.v1.SL1-1			5644	1	C	UR	0	0.024901	0.053865	0.072491	0.030182	0.12265	0.20857	0.28396	0.20338	0
KY21.Chr3.1310.v1.SL1-1			5645	2	C	UR	0	0.54186	0.38043	0.023343	0.0159177	0.103454	0.26852	0.31344	0.35304	0
KY21.Chr8.645.v1.SL1-1			5646	4	C	UR	0	0.338804	0.286043	0.391571	0.358177	0.47211	0.56207	0.80599	0.78523	0
KY21.Chr3.1023.v1.ND1-1			5647	2	C	UR	0	0.0261217	0.0189803	0.026959	0.0175373	0.000372559	0.0224801	0.32321	1.56434	0
KY21.Chr11.234.v1.SL2-1			5648	3	C	UR	0	0.31827	0.307784	0.38495	0.36988	0.45793	0.42112	0.39599	0.34407	0
KY21.Chr10.754.v1.SL1-1			5649	6	C	UR	0	0.82441	0.6981	0.81892	0.71678	0.743867	0.725486	0.76546	0.706955	0
KY21.Chr5.213.v1.SL1-1			5651	4	C	UR	0	0.447726	0.329421	0.5582	0.49756	0.67922	0.424654	0.62493	0.438265	0
KY21.Chr1.2060.v1.nonSL6-2			5652	3	C	UR	0	0.115052	0.09672	0.210675	0.174427	0.34027	0.47331	0.67417	0.91536	0
KY21.Chr14.215.v1.ND1-1			5653	3	C	UR	0	0.070233	0.0406348	0.00887747	0.287221	0.41263	1.60589	0.137922	0.43658	0
KY21.Chr12.153.v1.SL1-1			5654	2	C	UR	0	0.2476	0.193023	0.26658	0.21032	0.25604	0.2463	0.29076	0.28936	0
KY21.Chr11.168.v1.SL1-1			5655	2	C	UR	0	0.41174	0.408	0.36845	0.24298	0.227178	0.099164	0.103176	0.139311	0
KY21.Chr6.698.v1.ND1-1			5656	1	C	UR	0	0.0000047545	0.024766	0.10945	0.077356	0.37377	0.25673	0.10137	0.056556	0
sp|Q96P63|SPB12_HUMAN_contaminant	SERPINB12	Serpin B12 OS=Homo sapiens GN=SERPINB12 PE=1 SV=1	5657	2	C	UR	0	0.47082	0.136394	0.33596	0.26185	0.135087	0.198042	0.2654	0.196435	0
KY21.Chr8.1199.v1.SL1-1			5658	2	C	UR	0	0.0298513	0.0292256	0.15937	0.24621	0.40644	0.39183	0.34844	0.38862	0
KY21.Chr2.1006.v1.nonSL1-1			5659	4	C	UR	0	0.208993	0.165482	0.201147	0.360442	0.69164	0.70164	0.85337	0.81729	0
KY21.Chr14.710.v1.SL2-1			5660	4	C	UR	0	0.53111	0.44343	0.4876	0.43871	0.53226	0.47174	0.55798	0.53718	0
KY21.Chr2.825.v1.SL1-1			5661	1	C	UR	0	0.077933	0.055897	0.081896	0.10403	0.11587	0.16539	0.20012	0.19887	0
KY21.Chr13.380.v1.SL1-1			5663	3	C	UR	0	0.346876	0.303937	0.334729	0.42606	0.43541	0.349997	0.34668	0.45632	0
KY21.Chr11.1259.v1.nonSL2-1			5664	1	C	UR	0	0.12531	0.11827	0.14814	0.11234	0.1485	0.10337	0.13342	0.11065	0
KY21.Chr13.415.v2.ND2-1			5665	1	C	UR	0	0.090147	0.084941	0.10621	0.14604	0.19783	0.084377	0.21966	0.070796	0
##KY21.Chr10.1131.v1.ND1-1		#### false discovery correction	5666	1	C	UR	0	0.038325	0.03962	0.054767	0.064286	0.41364	0.2776	0.093784	0.017977	0
KY21.Chr1.1921.v2.ND2-1			5667	10	C	UR	0	1.32062	1.08851	1.29833	1.09325	1.22802	1.15581	1.45008	1.36539	0
KY21.Chr13.255.v1.SL1-1			5668	4	C	UR	0	0.0855597	0.0953649	0.256017	0.470418	0.67355	0.68136	0.86618	0.87155	0
KY21.Chr1.1314.v1.nonSL3-1			5669	5	C	UR	0	0.75614	0.60307	0.74605	0.82924	0.88771	0.61226	0.316024	0.249508	0
KY21.Chr12.1102.v1.nonSL5-1			5670	1	C	UR	0	0.025393	0.041091	0.10687	0.10909	0.17158	0.14053	0.20272	0.20272	0
KY21.Chr10.720.v1.SL1-1			5671	2	C	UR	0	0.2169	0.161539	0.129483	0.120584	0.25785	0.28131	0.41703	0.4153	0
KY21.Chr1.1740.v1.SL1-1			5672	1	C	UR	0	0.1365	0.11653	0.12937	0.098866	0.11308	0.10262	0.15814	0.14489	0
KY21.Chr1.771.v1.SL1-1			5673	5	C	UR	0	0.428641	0.377437	0.605109	0.561473	0.67987	0.59805	0.93443	0.815	0
KY21.Chr6.323.v2.nonSL4-1			5674	1	C	UR	0	0.023661	0.024522	0.035918	0.010919	0.016651	0.038833	0.21155	0.63795	0
KY21.Chr2.392.v1.SL1-1			5675	1	C	UR	0	0.13067	0.12689	0.12583	0.09238	0.12353	0.12782	0.1258	0.14709	0
KY21.Chr2.521.v1.SL2-1			5677	2	C	UR	0	0.23669	0.20784	0.27057	0.119352	0.138853	0.170238	0.43389	0.42257	0
KY21.Chr1.561.v1.nonSL8-1			5678	3	C	UR	0	0.167563	0.14885	0.193224	0.225563	0.310131	0.34352	0.73722	0.87394	0
KY21.Chr6.489.v1.nonSL5-1			5679	7	C	UR	0	0.92799	0.87782	0.96977	0.786816	0.827049	0.742566	0.98461	0.88337	0
KY21.Chr4.328.v1.ND1-1			5680	2	C	UR	0	0.180668	0.180005	0.169854	0.25001	0.28332	0.28672	0.32469	0.32473	0
KY21.Chr8.565.v1.nonSL1-1			5681	1	C	UR	0	0.12073	0.097456	0.11664	0.10951	0.13106	0.12266	0.15222	0.14971	0
KY21.Chr9.781.v1.nonSL2-1			5683	3	C	UR	0	0.202252	0.159914	0.260496	0.324978	0.44483	0.45509	0.57255	0.57989	0
KY21.Chr1.1228.v1.SL1-1			5684	3	C	UR	0	0.193603	0.259121	0.74984	0.61361	0.35939	0.18887	0.33076	0.304808	0
KY21.Chr2.1474.v1.nonSL3-1			5685	1	C	UR	0	0.088348	0.12839	0.12685	0.15114	0.13862	0.09521	0.16104	0.11039	0
##KY21.Chr7.310.v1.SL1-1		#### false discovery correction	5686	2	C	UR	0	0.151205	0.082231	0.109532	0.0912219	0.123093	0.115739	0.34407	0.98291	0
KY21.Chr2.929.v1.nonSL1-1			5687	5	C	UR	0	0.0891808	0.0934664	0.0978502	0.0779068	0.199466	0.66657	1.68961	2.08594	0
KY21.Chr2.1451.v1.SL1-1			5688	3	C	UR	0	0.43905	0.333175	0.39941	0.43245	0.42002	0.34955	0.36516	0.261213	0
KY21.Chr4.767.v1.ND1-1			5689	4	C	UR	0	1.68123	1.3186	0.330775	0.068327	0.081248	0.115119	0.20023	0.204463	0
KY21.Chr3.290.v1.SL1-1			5689	1	C	UR	0	0.022628	0.028402	0.000063331	0.000017094	0.076658	0.16068	0.27837	0.43318	0
KY21.Chr1.1779.v1.nonSL1-1			5690	1	C	UR	0	0.00044223	0.00043783	0.00043361	0.00014186	0.21962	0.2239	0.30626	0.24877	0
KY21.Chr12.1033.v1.SL1-1			5691	1	C	UR	0	0.1326	0.10559	0.11714	0.098951	0.1095	0.10632	0.15101	0.17888	0
KY21.Chr7.403.v1.nonSL3-1			5692	1	C	UR	0	0.099087	0.12838	0.10905	0.12231	0.1219	0.13986	0.15185	0.12757	0
KY21.Chr14.519.v1.SL1-1			5693	2	C	UR	0	0.00927666	0.06579	0.25018	0.2288	0.26261	0.25142	0.39	0.54193	0
KY21.Chr3.417.v1.nonSL2-1			5694	7	C	UR	0	0.583333	0.478387	0.717892	0.92911	1.04813	0.97534	1.1052	1.16261	0
KY21.Chr1.171.v1.SL1-1			5695	2	C	UR	0	0.168459	0.142648	0.183303	0.202065	0.28979	0.26729	0.41917	0.32728	0
KY21.Chr8.826.v2.SL2-1			5696	7	C	UR	0	1.17853	1.10903	1.18005	0.931736	0.912533	0.610737	0.622322	0.455053	0
KY21.Chr10.235.v1.SL1-1			5697	2	C	UR	0	0.00871808	0.0088704	0.0220917	0.0202086	0.0539826	0.27317	0.85408	0.75889	0
KY21.Chr11.949.v1.SL3-1			5698	8	C	UR	0	0.866543	0.799752	1.12087	1.18297	1.4459	1.03107	0.96228	0.590613	0
KY21.Chr5.1049.v1.SL3-1			5699	3	C	UR	0	0.204326	0.180289	0.204458	0.54558	0.70339	0.69759	0.226636	0.237736	0
KY21.Chr5.1049.v2.ND5-1			5699	2	C	UR	0	0.190484	0.161441	0.22941	0.21051	0.24074	0.25298	0.36511	0.34932	0
KY21.Chr6.157.v1.SL1-1			5700	2	C	UR	0	0.103108	0.038137	0.111567	0.29168	0.43079	0.44397	0.32857	0.25218	0
KY21.Chr8.199.v1.nonSL4-1			5701	2	C	UR	0	0.31087	0.2333	0.22727	0.23127	0.27631	0.21909	0.26887	0.233	0
KY21.Chr4.216.v1.SL1-1			5704	1	C	UR	0	0.4022	0.24663	0.076728	0.03597	0.045098	0.044879	0.062195	0.086302	0
KY21.Chr1.178.v1.nonSL6-1			5705	2	C	UR	0	0.226257	0.176138	0.193299	0.22359	0.191135	0.162812	0.44557	0.3812	0
KY21.Chr7.684.v1.SL1-1			5706	5	C	UR	0	0.243137	0.498357	0.289245	0.68581	0.79628	0.67808	0.9137	0.89539	0
KY21.Chr4.1033.v1.SL2-1			5707	5	C	UR	0	0.194075	0.107165	0.194715	0.213869	0.291756	0.82274	1.62288	1.55277	0
KY21.Chr5.172.v1.SL1-1			5708	1	C	UR	0	0.39907	0.00019965	0.00045087	0.00045564	0.00028372	0.048684	0.23579	0.31506	0
KY21.Chr12.222.v1.SL1-1			5710	2	C	UR	0	0.3056	0.26324	0.33558	0.204846	0.25205	0.22265	0.22046	0.195564	0
KY21.Chr10.1150.v1.SL1-1			5711	2	C	UR	0	0.140718	0.133238	0.096754	0.078519	0.24073	0.25696	0.52675	0.52634	0
KY21.Chr9.966.v1.SL1-1			5713	3	C	UR	0	0.00117543	0.145186	0.00124929	0.00115469	0.0530773	0.216885	1.29896	1.28231	0
KY21.Chr8.754.v1.SL2-1			5714	1	C	UR	0	0.12431	0.095021	0.1216	0.093537	0.11898	0.10711	0.16132	0.17812	0
KY21.Chr4.803.v1.SL1-1			5715	1	C	UR	0	0.080107	0.077133	0.12668	0.16208	0.13923	0.11902	0.14217	0.15358	0
KY21.Chr5.1027.v1.SL2-1			5716	5	C	UR	0	0.60381	0.458955	0.64859	0.61852	0.77381	0.71054	0.6265	0.559259	0
KY21.Chr9.1067.v1.nonSL5-1			5717	4	C	UR	0	0.00168261	0.00166487	0.00165678	0.00163201	0.00635061	0.268847	1.33279	2.38539	0
KY21.Chr8.1228.v1.SL3-1			5718	2	C	UR	0	0.194932	0.164702	0.185249	0.25994	0.30748	0.29708	0.30705	0.28358	0
KY21.Chr10.1167.v1.SL1-1			5719	2	C	UR	0	0.087361	0.090142	0.203483	0.34718	0.39222	0.28967	0.32353	0.26639	0
KY21.Chr13.398.v1.nonSL3-1			5720	2	C	UR	0	0.26106	0.201519	0.2736	0.22217	0.26253	0.26929	0.29015	0.219668	0
KY21.Chr3.1358.v1.ND1-1			5721	2	C	UR	0	0.0082219	0.0107805	0.024507	0.0058559	0.051388	0.24849	0.7275	0.92326	0
KY21.Chr11.66.v1.SL1-1			5722	1	C	UR	0	0.31404	0.020844	0.012497	0.000014718	0.0074983	0.050484	0.2318	0.36282	0
KY21.UAContig5.21.v1.SL2-1			5723	2	C	UR	0	0.32494	0.270635	0.47271	0.174785	0.227025	0.183444	0.200939	0.14552	0
KY21.Chr3.701.v1.SL1-1			5724	4	C	UR	0	0.62899	0.54409	0.54022	0.49307	0.5023	0.414351	0.47809	0.398892	0
KY21.Chr9.65.v1.SL2-1			5725	9	C	UR	0	1.00127	0.820958	0.983089	0.965937	1.19551	1.20593	1.41681	1.4105	0
KY21.Chr4.194.v2.nonSL17-1			5726	3	C	UR	0	0.195531	0.180195	0.280438	0.241528	0.41829	0.52424	0.61577	0.54402	0
KY21.Chr11.955.v1.SL1-1			5727	2	C	UR	0	0.207491	0.18069	0.23195	0.16136	0.211245	0.212839	0.38804	0.40638	0
KY21.Chr7.106.v1.SL1-1			5728	4	C	UR	0	0.78608	0.62266	0.67792	0.335483	0.41488	0.34685	0.44002	0.376117	0
KY21.Chr4.453.v1.SL1-1			5730	2	C	UR	0	0.235521	0.163347	0.180862	0.30265	0.40332	0.28226	0.211131	0.220917	0
KY21.Chr9.601.v3.SL2-1			5731	1	C	UR	0	0.035711	0.038579	0.030165	0.099681	0.09913	0.07252	0.16299	0.46122	0
KY21.Chr11.194.v1.nonSL9-1			5732	3	C	UR	0	0.37769	0.265667	0.39208	0.33683	0.36694	0.35921	0.48284	0.41874	0
KY21.Chr9.1069.v1.nonSL2-1			5733	4	C	UR	0	0.326123	0.308271	0.44488	0.46015	0.5832	0.56338	0.70861	0.60539	0
KY21.Chr14.100.v1.SL1-1			5734	1	C	UR	0	0.098111	0.093711	0.091186	0.085891	0.099952	0.10851	0.088333	0.3343	0
KY21.Chr1.631.v2.SL1-1			5735	4	C	UR	0	0.54699	0.48588	0.48183	0.411267	0.52935	0.4949	0.56041	0.489381	0
KY21.Chr11.1255.v1.ND1-1			5736	3	C	UR	0	0.0689666	0.0274215	0.0313313	0.0421381	0.0531959	0.289898	0.95226	1.53478	0
KY21.Chr9.693.v1.nonSL5-1			5737	4	C	UR	0	0.199697	0.0875457	0.223011	0.182297	0.388393	0.60312	1.11606	1.19988	0
KY21.Chr2.1401.v1.nonSL4-1			5738	2	C	UR	0	0.194791	0.189732	0.248	0.183243	0.237593	0.22342	0.37119	0.35204	0
KY21.Chr1.226.v1.nonSL12-1			5739	16	C	UR	0	2.15914	1.87051	2.08924	1.78259	2.06496	1.74015	2.28546	2.00799	0
KY21.Chr2.1273.v1.ND1-1			5740	3	C	UR	0	0.45243	0.47262	0.53	0.36431	0.39291	0.263181	0.276477	0.248064	0
KY21.Chr1.1682.v5.ND1-2			5741	2	C	UR	0	0.186519	0.139685	0.154519	0.14329	0.189366	0.2762	0.43182	0.47859	0
KY21.Chr1.1682.v1.ND1-1			5741	1	C	UR	0	0.096878	0.10458	0.10278	0.10614	0.18962	0.11085	0.15922	0.12994	0
##KY21.Chr7.411.v2.SL1-2		#### false discovery correction	5742	1	C	UR	0	0.14318	0.11239	0.12831	0.11776	0.13031	0.12728	0.12072	0.12006	0
KY21.Chr4.1064.v1.SL1-1			5743	3	C	UR	0	0.34012	0.308537	0.3174	0.4092	0.46404	0.36697	0.40691	0.38679	0
KY21.Chr9.179.v1.ND1-1			5744	1	C	UR	0	0.00050821	0.053343	0.072062	0.00022517	0.117	0.25511	0.22597	0.27578	0
sp|P22735|TGM1_HUMAN_contaminant	TGM1	Protein-glutamine gamma-glutamyltransferase K OS=Homo sapiens GN=TGM1 PE=1 SV=4	5745	1	C	UR	0	0.21599	0.080061	0.19138	0.11099	0.05308	0.11208	0.13873	0.097692	0
KY21.Chr4.585.v1.SL1-1			5746	1	C	UR	0	0.14903	0.12557	0.14926	0.097124	0.11611	0.11698	0.12463	0.12128	0
KY21.Chr3.1391.v1.SL1-1			5747	1	C	UR	0	0.13875	0.091118	0.12439	0.10658	0.15322	0.087209	0.16384	0.13489	0
KY21.Chr5.437.v1.SL1-1			5748	3	C	UR	0	0.38447	0.42433	0.46729	0.41907	0.51109	0.316241	0.269574	0.20792	0
KY21.Chr14.779.v1.SL1-1			5749	1	C	UR	0	0.72536	0.048146	0.028076	0.0093505	0.01308	0.0092623	0.036601	0.13012	0
KY21.Chr11.1052.v1.nonSL4-1			5750	6	C	UR	0	0.69913	0.63647	0.69607	0.68808	0.7729	0.78395	0.88952	0.83386	0
KY21.Chr1.997.v1.SL1-1			5751	6	C	UR	0	1.10522	0.94918	0.98148	0.700451	0.655459	0.581785	0.586321	0.440115	0
KY21.Chr9.449.v1.nonSL3-1			5752	9	C	UR	0	0.383261	0.398675	1.57898	1.96158	2.15251	1.11366	0.863207	0.548109	0
KY21.Chr14.794.v1.nonSL3-1			5753	4	C	UR	0	0.50802	0.44445	0.44774	0.47136	0.54662	0.384608	0.6019	0.59531	0
KY21.Chr13.472.v1.SL1-1			5755	2	C	UR	0	0.26768	0.22475	0.26086	0.21887	0.24791	0.2382	0.28474	0.257	0
KY21.Chr5.1044.v1.SL1-1			5756	7	C	UR	0	0.723718	0.659465	0.738331	0.936875	1.10828	0.977887	0.895958	0.959457	0
KY21.Chr8.939.v1.ND1-1			5758	3	C	UR	0	0.4876	0.38797	0.41836	0.41659	0.45963	0.332202	0.28367	0.213986	0
KY21.Chr9.756.v1.SL1-1			5760	1	C	UR	0	0.053428	0.06416	0.097268	0.10012	0.12935	0.16785	0.18725	0.20056	0
KY21.Chr3.154.v1.SL1-1			5761	1	C	UR	0	0.227	0.12697	0.099444	0.083425	0.1448	0.076636	0.067436	0.17429	0
KY21.Chr1.1609.v1.SL1-1			5762	1	C	UR	0	0.14199	0.096131	0.1369	0.098869	0.088286	0.082425	0.19182	0.16358	0
KY21.Chr3.1559.v1.SL3-1			5764	15	C	UR	0	1.66121	1.41192	1.77191	1.59656	1.99874	1.89879	2.45567	2.20518	0
KY21.Chr14.389.v1.SL1-1			5765	2	C	UR	0	0.29006	0.229277	0.28655	0.232299	0.29319	0.21307	0.23422	0.22135	0
##KY21.Chr1.1903.v1.ND1-1		#### false discovery correction	5767	1	C	UR	0	0.12758	0.1069	0.12931	0.09605	0.10107	0.095448	0.18788	0.15577	0
KY21.Chr4.1015.v1.SL3-1			5768	3	C	UR	0	0.267344	0.33952	0.43857	0.360485	0.374523	0.34281	0.49108	0.38566	0
KY21.Chr10.492.v1.SL1-1			5769	3	C	UR	0	0.174056	0.083698	0.254677	0.32246	0.40465	0.45202	0.60395	0.7045	0
KY21.Chr2.1115.v1.SL1-1			5770	2	C	UR	0	0.167197	0.146175	0.154433	0.30242	0.33802	0.30155	0.30939	0.28083	0
KY21.Chr2.897.v1.SL1-1			5771	4	C	UR	0	0.457185	0.430181	0.432126	0.6449	0.60801	0.6034	0.48017	0.344037	0
KY21.Chr1.169.v1.nonSL2-1			5772	2	C	UR	0	0.172678	0.147831	0.22977	0.28408	0.34246	0.24449	0.29886	0.27984	0
KY21.Chr3.994.v1.ND1-1			5773	1	C	UR	0	0.098292	0.072504	0.092341	0.18421	0.1855	0.15068	0.11917	0.097309	0
KY21.Chr12.304.v1.SL1-1			5774	1	C	UR	0	0.13965	0.10318	0.12435	0.13975	0.16116	0.14525	0.089575	0.097078	0
KY21.Chr7.215.v1.SL1-1			5775	2	C	UR	0	0.248315	0.197332	0.146546	0.063818	0.0639069	0.25833	0.47947	0.54229	0
KY21.Chr10.121.v1.SL1-1			5776	2	C	UR	0	0.191101	0.165802	0.178965	0.3255	0.29624	0.27501	0.30703	0.26035	0
KY21.Chr10.404.v1.nonSL1-1			5777	2	C	UR	0	0.55591	0.37663	0.30588	0.24105	0.22922	0.127432	0.0553261	0.108552	0
KY21.Chr7.1203.v1.SL1-1			5778	2	C	UR	0	0.085996	0.102253	0.153278	0.148456	0.26017	0.31124	0.47902	0.45959	0
KY21.Chr6.665.v1.SL4-1			5779	3	C	UR	0	0.32589	0.272469	0.34236	0.32703	0.40205	0.40825	0.472	0.44994	0
KY21.Chr8.748.v1.SL1-1			5780	1	C	UR	0	0.0000055133	0.16591	0.077078	0.16818	0.08584	0.098422	0.21618	0.18837	0
sp|P48594|SPB4_HUMAN_contaminant	SERPINB4	Serpin B4 OS=Homo sapiens GN=SERPINB4 PE=1 SV=2	5781	5	C	UR	0	0.85338	1.13491	0.56967	0.527653	0.344224	0.443885	0.502973	0.62329	0
KY21.Chr14.807.v1.SL1-2			5783	3	C	UR	0	0.35689	0.31258	0.35052	0.3614	0.41784	0.32731	0.43519	0.43828	0
KY21.Chr11.174.v1.SL1-1			5784	2	C	UR	0	0.195859	0.132169	0.163053	0.167475	0.225965	0.193647	0.34837	0.57347	0
KY21.Chr1.1458.v1.nonSL1-1			5785	2	C	UR	0	0.105508	0.152779	0.165498	0.168315	0.29426	0.32753	0.40603	0.3801	0
KY21.Chr2.616.v1.SL1-1			5786	8	C	UR	0	0.839535	0.666217	0.792386	0.731985	1.05251	1.16312	1.48347	1.27076	0
KY21.Chr12.795.v1.ND1-1			5787	1	C	UR	0	0.057008	0.047693	0.069224	0.15894	0.17372	0.12491	0.20193	0.16658	0
KY21.Chr8.228.v1.SL1-1			5788	19	C	UR	0	2.73958	2.18401	2.62263	2.30052	2.55103	2.27654	2.30966	2.01602	0
KY21.Chr1.1651.v1.SL1-1			5789	4	C	UR	0	0.245453	0.223233	0.45828	0.60751	0.67406	0.6594	0.56287	0.56918	0
KY21.UAContig4.35.v1.nonSL1-1			5790	2	C	UR	0	0.148741	0.127608	0.216661	0.3282	0.34413	0.32292	0.2694	0.24233	0
KY21.Chr7.636.v1.SL1-1			5791	7	C	UR	0	0.749947	0.618553	0.835973	0.84056	1.03242	0.885374	1.04741	0.98978	0
KY21.Chr6.165.v1.SL1-1			5792	2	C	UR	0	0.45207	0.44851	0.08837	0.059283	0.140449	0.200596	0.30233	0.30839	0
KY21.Chr1.307.v1.nonSL3-3			5793	12	C	UR	0	1.79938	1.43097	1.57768	1.31613	1.60447	1.53933	1.44919	1.28286	0
KY21.Chr8.424.v1.nonSL1-1			5794	2	C	UR	0	0.26918	0.213564	0.25626	0.217944	0.24549	0.26062	0.29408	0.24286	0
