queryId	subjectId	identity.x	alignmentLength.x	mismatch.x	gapopen.x	qstart.x	qend.x	sstart.x	send.x	evalue.x	bitscore.x	identity.y	alignmentLength.y	mismatch.y	gapopen.y	qstart.y	qend.y	sstart.y	send.y	evalue.y	bitscore.y
KY21.Chr5.845	tr|F6W1F7|F6W1F7_CIOIN	99.796	491	1	0	9	499	1	491	0	1018	99.796	491	1	0	1	491	9	499	0	1018
KY21.Chr5.846	tr|F6W1E1|F6W1E1_CIOIN	99.038	520	1	1	17	532	1	520	0	998	99.038	520	1	1	1	520	17	532	0	998
KY21.Chr5.847	tr|F6XGA8|F6XGA8_CIOIN	98.992	397	4	0	65	461	1	397	0	808	98.992	397	4	0	1	397	65	461	0	808
KY21.Chr5.848	tr|F6W1D2|F6W1D2_CIOIN	98.54	548	1	2	3	549	1	542	0	1110	98.54	548	1	2	1	542	3	549	0	1110
KY21.Chr5.850	tr|F6XV61|F6XV61_CIOIN	99.342	304	2	0	12	315	1	304	0	634	99.342	304	2	0	1	304	12	315	0	634
KY21.Chr5.851	tr|F6XG93|F6XG93_CIOIN	98.293	820	7	1	10	822	1	820	0	1675	98.293	820	7	1	1	820	10	822	0	1675
KY21.Chr5.852	tr|H2XNI7|H2XNI7_CIOIN	98.933	375	4	0	43	417	1	375	0	775	98.933	375	4	0	1	375	43	417	0	775
KY21.Chr5.853	tr|F6W170|F6W170_CIOIN	97.602	834	5	3	5	823	1	834	0	1625	97.602	834	5	3	1	834	5	823	0	1625
KY21.Chr5.854	tr|F6XV68|F6XV68_CIOIN	100	205	0	0	7	211	1	205	6.89e-140	421	100	205	0	0	1	205	7	211	1.77e-140	421
KY21.Chr5.856	tr|F6W141|F6W141_CIOIN	100	619	0	0	3	621	1	619	0	1280	100	619	0	0	1	619	3	621	0	1280
KY21.Chr5.857	tr|H2Y1V2|H2Y1V2_CIOIN	90.335	269	0	1	78	346	1	243	3.73e-162	451	90.335	269	0	1	1	243	78	346	4.09e-162	451
KY21.Chr5.858	tr|F6XVJ4|F6XVJ4_CIOIN	98.907	732	8	0	589	1320	1	732	0	1472	98.907	732	8	0	1	732	589	1320	0	1472
KY21.Chr5.859	tr|F6XVK2|F6XVK2_CIOIN	99.107	224	2	0	238	461	1	224	2.31e-165	464	99.107	224	2	0	1	224	238	461	1.75e-165	464
KY21.Chr5.86	tr|H2Y3B6|H2Y3B6_CIOIN	97.436	468	1	1	1259	1715	1	468	0	936	97.436	468	1	1	1	468	1259	1715	0	936
KY21.Chr5.860	tr|F6W122|F6W122_CIOIN	84.65	1114	34	11	62	1137	15	1029	0	1877	84.65	1114	34	11	15	1029	62	1137	0	1877
KY21.Chr5.862	tr|F6W0Z5|F6W0Z5_CIOIN	99.805	514	1	0	1353	1866	1	514	0	1019	99.805	514	1	0	1	514	1353	1866	0	1019
KY21.Chr5.863	tr|F6XVN9|F6XVN9_CIOIN	95.942	345	9	2	363	704	1	343	0	679	95.942	345	9	2	1	343	363	704	0	679
KY21.Chr5.865	tr|F6W0Y5|F6W0Y5_CIOIN	96.122	1341	14	3	7	1310	1	1340	0	2672	96.122	1341	14	3	1	1340	7	1310	0	2672
KY21.Chr5.867	tr|F6RF18|F6RF18_CIOIN	96.042	5180	39	14	1	5157	72	5108	0	10195	96.042	5180	39	14	72	5108	1	5157	0	10195
KY21.Chr5.868	tr|H2XYG0|H2XYG0_CIOIN	97.959	49	1	0	34	82	2	50	3.34e-30	100	97.959	49	1	0	2	50	34	82	3.18e-30	100
KY21.Chr5.869	tr|H2XLZ0|H2XLZ0_CIOIN	100	223	0	0	4	226	1	223	9.85e-170	466	100	223	0	0	1	223	4	226	1.4e-169	466
KY21.Chr5.870	tr|F6R9X0|F6R9X0_CIOIN	100	798	0	0	103	900	15	812	0	1650	100	798	0	0	15	812	103	900	0	1650
KY21.Chr5.871	tr|F6R8V3|F6R8V3_CIOIN	96.953	1083	1	2	8	1090	1	1051	0	2118	96.953	1083	1	2	1	1051	8	1090	0	2118
KY21.Chr5.875	tr|H2XQR3|H2XQR3_CIOIN	100	67	0	0	29	95	1	67	7.99e-46	140	100	67	0	0	1	67	29	95	8.82e-46	140
KY21.Chr5.877	tr|F6TZ23|F6TZ23_CIOIN	87.032	694	15	3	18	681	1	649	0	1214	87.032	694	15	3	1	649	18	681	0	1214
KY21.Chr5.879	tr|F6TYN3|F6TYN3_CIOIN	100	180	0	0	9	188	1	180	6.04e-135	373	100	180	0	0	1	180	9	188	9.05e-135	373
KY21.Chr5.88	tr|F7AWH6|F7AWH6_CIOIN	99.127	229	2	0	16	244	1	229	4.56e-174	480	99.127	229	2	0	1	229	16	244	5.12e-174	480
KY21.Chr5.880	tr|F6TC91|F6TC91_CIOIN	99.752	805	2	0	61	865	1	805	0	1649	99.752	805	2	0	1	805	61	865	0	1649
KY21.Chr5.881	tr|H2Y0N4|H2Y0N4_CIOIN	97.826	46	1	0	2	47	1	46	3.27e-26	89.4	97.826	46	1	0	1	46	2	47	3.14e-26	89.4
KY21.Chr5.882	tr|F6TBW4|F6TBW4_CIOIN	99.894	947	1	0	4	950	1	947	0	1981	99.894	947	1	0	1	947	4	950	0	1981
KY21.Chr5.883	tr|F6TBM3|F6TBM3_CIOIN	100	307	0	0	6	312	1	307	0	621	100	307	0	0	1	307	6	312	0	621
KY21.Chr5.884	tr|H2XUZ9|H2XUZ9_CIOIN	97.577	454	4	1	13	459	1	454	0	904	97.577	454	4	1	1	454	13	459	0	904
KY21.Chr5.885	tr|A0A1W5BJR6|A0A1W5BJR6_CIOIN	99.405	336	2	0	2	337	1	336	0	699	99.405	336	2	0	1	336	2	337	0	699
KY21.Chr5.886	tr|F6SPJ5|F6SPJ5_CIOIN	100	127	0	0	4	130	1	127	6.97e-90	264	100	127	0	0	1	127	4	130	3.91e-90	264
KY21.Chr5.887	tr|F6SPI7|F6SPI7_CIOIN	99.651	573	2	0	60	632	1	573	0	1132	99.651	573	2	0	1	573	60	632	0	1132
KY21.Chr5.889	tr|Q1RQ09|Q1RQ09_CIOIN	100	587	0	0	10	596	1	587	0	1234	100	587	0	0	1	587	10	596	0	1234
KY21.Chr5.89	tr|F6WUQ7|F6WUQ7_CIOIN	96.437	2217	13	7	15	2226	2	2157	0	4425	96.437	2217	13	7	2	2157	15	2226	0	4425
KY21.Chr5.890	tr|F6SP32|F6SP32_CIOIN	98.013	453	9	0	10	462	1	453	0	922	98.013	453	9	0	1	453	10	462	0	922
KY21.Chr5.891	tr|F6SNI9|F6SNI9_CIOIN	98.81	252	2	1	16	266	1	252	0	511	98.81	252	2	1	1	252	16	266	0	511
KY21.Chr5.892	tr|F6SNG8|F6SNG8_CIOIN	98.837	430	4	1	624	1053	1	429	0	874	98.837	430	4	1	1	429	624	1053	0	874
KY21.Chr5.894	tr|F7B9H1|F7B9H1_CIOIN	99.083	218	2	0	12	229	1	218	4.95e-157	432	99.083	218	2	0	1	218	12	229	7.38e-157	432
KY21.Chr5.895	tr|H2Y1F2|H2Y1F2_CIOIN	97.46	315	1	1	140	454	1	308	0	634	97.46	315	1	1	1	308	140	454	0	634
KY21.Chr5.896	tr|H2XMW5|H2XMW5_CIOIN	99.602	251	1	0	2	252	1	251	0	527	99.602	251	1	0	1	251	2	252	0	527
KY21.Chr5.897	tr|F6X073|F6X073_CIOIN	100	145	0	0	15	159	1	145	5.8e-104	292	100	145	0	0	1	145	15	159	8.28e-104	292
KY21.Chr5.898	tr|F7B8Z4|F7B8Z4_CIOIN	100	118	0	0	18	135	1	118	7.37e-84	239	100	118	0	0	1	118	18	135	1.01e-83	239
KY21.Chr5.899	tr|F7AQT2|F7AQT2_CIOIN	96.795	312	10	0	148	459	1	312	0	617	96.795	312	10	0	1	312	148	459	0	617
KY21.Chr5.90	tr|F7AWI9|F7AWI9_CIOIN	99.798	494	1	0	3	496	1	494	0	1008	99.798	494	1	0	1	494	3	496	0	1008
KY21.Chr5.900	tr|F6V176|F6V176_CIOIN	99.357	311	2	0	11	321	1	311	0	640	99.357	311	2	0	1	311	11	321	0	640
KY21.Chr5.901	tr|F6YBW0|F6YBW0_CIOIN	97.429	350	1	1	6	355	1	342	0	696	97.429	350	1	1	1	342	6	355	0	696
KY21.Chr5.902	tr|F6YVW8|F6YVW8_CIOIN	99.308	289	2	0	11	299	1	289	0	589	99.308	289	2	0	1	289	11	299	0	589
KY21.Chr5.903	tr|F6YW80|F6YW80_CIOIN	96.085	562	7	1	6	567	1	547	0	1102	96.085	562	7	1	1	547	6	567	0	1102
KY21.Chr5.904	tr|F6YW93|F6YW93_CIOIN	99.643	561	2	0	70	630	1	561	0	1155	99.643	561	2	0	1	561	70	630	0	1155
KY21.Chr5.905	tr|H2XKE1|H2XKE1_CIOIN	100	126	0	0	12	137	1	126	3.9e-81	233	100	126	0	0	1	126	12	137	5.61e-81	233
KY21.Chr5.906	tr|F6X0D6|F6X0D6_CIOIN	100	151	0	0	5	155	1	151	1.69e-103	315	100	151	0	0	1	151	5	155	5.01e-104	315
KY21.Chr5.907	tr|F6X0L7|F6X0L7_CIOIN	93.298	567	15	2	8	551	1	567	0	1082	93.298	567	15	2	1	567	8	551	0	1082
KY21.Chr5.909	tr|F6X0N8|F6X0N8_CIOIN	100	179	0	0	5	183	1	179	2.15e-131	364	100	179	0	0	1	179	5	183	3.29e-131	364
KY21.Chr5.91	tr|A0A1W5BC53|A0A1W5BC53_CIOIN	97.967	246	5	0	31	276	1	246	0	500	97.967	246	5	0	1	246	31	276	0	500
KY21.Chr5.911	tr|H2XPV4|H2XPV4_CIOIN	96.078	51	2	0	3	53	18	68	4.8e-32	103	96.078	51	2	0	18	68	3	53	9.64e-32	103
KY21.Chr5.913	tr|F7B1K2|F7B1K2_CIOIN	97.468	237	6	0	85	321	14	250	5.76e-174	486	97.468	237	6	0	14	250	85	321	5.01e-174	486
KY21.Chr5.914	tr|F6SCS5|F6SCS5_CIOIN	100	262	0	0	590	851	1	262	0	553	100	262	0	0	1	262	590	851	0	553
KY21.Chr5.915	tr|F7B1M2|F7B1M2_CIOIN	99.286	280	2	0	128	407	1	280	0	566	99.286	280	2	0	1	280	128	407	0	566
KY21.Chr5.916	tr|F7B1W3|F7B1W3_CIOIN	98.973	292	3	0	6	297	1	292	0	603	98.973	292	3	0	1	292	6	297	0	603
KY21.Chr5.917	tr|F7B1Z2|F7B1Z2_CIOIN	99.719	356	0	1	13	368	1	355	0	681	99.719	356	0	1	1	355	13	368	0	681
KY21.Chr5.918	tr|F7BK27|F7BK27_CIOIN	99.223	386	3	0	22	407	1	386	0	786	99.223	386	3	0	1	386	22	407	0	786
KY21.Chr5.919	tr|F6X0Y9|F6X0Y9_CIOIN	98.462	130	2	0	1	130	1	130	4.72e-91	268	98.462	130	2	0	1	130	1	130	2.46e-91	268
KY21.Chr5.92	tr|F6WV80|F6WV80_CIOIN	97.686	778	9	1	322	1099	395	1163	0	1507	97.686	778	9	1	395	1163	322	1099	0	1507
KY21.Chr5.920	tr|H2XJU4|H2XJU4_CIOIN	100	130	0	0	318	447	1	130	8.68e-96	283	100	130	0	0	1	130	318	447	3.95e-96	283
KY21.Chr5.921	tr|F6X117|F6X117_CIOIN	99.299	428	3	0	2	429	1	428	0	893	99.299	428	3	0	1	428	2	429	0	893
KY21.Chr5.922	tr|F7BK34|F7BK34_CIOIN	98.81	252	3	0	8	259	1	252	0	513	98.81	252	3	0	1	252	8	259	0	513
KY21.Chr5.924	tr|F7BK44|F7BK44_CIOIN	100	159	0	0	7	165	1	159	9.44e-120	333	100	159	0	0	1	159	7	165	1.42e-119	333
KY21.Chr5.925	tr|F7BK53|F7BK53_CIOIN	100	184	0	0	7	190	1	184	1.22e-136	378	100	184	0	0	1	184	7	190	1.85e-136	378
KY21.Chr5.926	tr|H2Y3B5|H2Y3B5_CIOIN	89.64	222	23	0	62	283	1	222	6.38e-111	331	68.987	316	6	3	1	224	62	377	1.82e-114	339
KY21.Chr5.928	tr|F6SF69|F6SF69_CIOIN	98.387	496	8	0	34	529	1	496	0	991	98.387	496	8	0	1	496	34	529	0	991
KY21.Chr5.929	tr|F6VS42|F6VS42_CIOIN	99.595	494	2	0	1260	1753	1	494	0	1008	99.595	494	2	0	1	494	1260	1753	0	1008
KY21.Chr5.93	tr|F6WV94|F6WV94_CIOIN	100	437	0	0	10	446	1	437	0	892	100	437	0	0	1	437	10	446	0	892
KY21.Chr5.931	tr|H2Y228|H2Y228_CIOIN	100	70	0	0	874	943	1	70	5.63e-42	146	100	70	0	0	1	70	874	943	6.54e-43	146
KY21.Chr5.932	tr|F6WDK3|F6WDK3_CIOIN	89.694	359	2	1	60	383	8	366	0	652	89.694	359	2	1	8	366	60	383	0	652
KY21.Chr5.934	tr|F6WEC9|F6WEC9_CIOIN	91.217	1093	5	3	9	1101	1	1002	0	2022	91.217	1093	5	3	1	1002	9	1101	0	2022
KY21.Chr5.935	tr|A0A1W5BL25|A0A1W5BL25_CIOIN	97.697	521	12	0	2	522	1	521	0	1069	97.697	521	12	0	1	521	2	522	0	1069
KY21.Chr5.936	tr|F6X1I9|F6X1I9_CIOIN	85.329	334	29	3	15	345	11	327	0	580	85.329	334	29	3	11	327	15	345	0	579
KY21.Chr5.938	tr|F6XP80|F6XP80_CIOIN	99.422	173	1	0	2	174	1	173	1.34e-123	361	99.422	173	1	0	1	173	2	174	5.83e-124	361
KY21.Chr5.939	tr|F6XZ52|F6XZ52_CIOIN	99.737	380	0	1	30	408	1	380	0	782	99.737	380	0	1	1	380	30	408	0	782
KY21.Chr5.940	tr|F6YJN9|F6YJN9_CIOIN	100	325	0	0	19	343	8	332	0	671	100	325	0	0	8	332	19	343	0	671
KY21.Chr5.941	tr|F6XPB5|F6XPB5_CIOIN	100	95	0	0	314	408	1	95	1.03e-55	186	100	95	0	0	1	95	314	408	1.49e-56	186
KY21.Chr5.942	tr|F6YJZ9|F6YJZ9_CIOIN	100	202	0	0	8	209	1	202	1.65e-146	416	100	202	0	0	1	202	8	209	1.05e-146	416
KY21.Chr5.944	tr|F6XPD3|F6XPD3_CIOIN	100	392	0	0	1	392	1	392	0	820	100	392	0	0	1	392	1	392	0	820
KY21.Chr5.945	tr|H2XX91|H2XX91_CIOIN	100	200	0	0	4	203	1	200	4.56e-143	395	100	200	0	0	1	200	4	203	7.03e-143	395
KY21.Chr5.946	tr|F6YKC5|F6YKC5_CIOIN	98.99	198	2	0	8	205	1	198	3.86e-149	419	98.99	198	2	0	1	198	8	205	3.05e-149	419
KY21.Chr5.947	tr|H2XN06|H2XN06_CIOIN	48	25	13	0	1	25	16	40	0.057	28.5	48	25	13	0	16	40	1	25	0.046	28.5
KY21.Chr5.949	tr|F6XPN3|F6XPN3_CIOIN	93.713	334	2	1	10	324	1	334	0	649	93.713	334	2	1	1	334	10	324	0	649
KY21.Chr5.95	tr|F6WVA9|F6WVA9_CIOIN	99.043	209	2	0	7	215	1	209	2.59e-156	431	99.043	209	2	0	1	209	7	215	3.84e-156	431
KY21.Chr5.950	tr|F6VJE3|F6VJE3_CIOIN	99.206	252	2	0	4	255	1	252	0	527	99.206	252	2	0	1	252	4	255	0	527
KY21.Chr5.951	tr|F6XPQ3|F6XPQ3_CIOIN	99.259	135	1	0	61	195	1	135	3.33e-93	290	99.259	135	1	0	1	135	61	195	7.09e-94	290
KY21.Chr5.952	tr|F6Z3I6|F6Z3I6_CIOIN	97.674	215	5	0	267	481	1	215	1.59e-148	421	97.674	215	5	0	1	215	267	481	1.11e-148	421
KY21.Chr5.953	tr|F6Z457|F6Z457_CIOIN	98.455	453	1	1	609	1061	1	447	0	926	98.455	453	1	1	1	447	609	1061	0	926
KY21.Chr5.957	tr|F6Z4L4|F6Z4L4_CIOIN	73.6	250	33	2	1	250	1	217	2.58e-112	321	74.8	250	30	2	1	217	1	250	7.47e-121	343
KY21.Chr5.960	tr|Q2AC14|Q2AC14_CIOIN	100	111	0	0	4	114	1	111	5.13e-82	234	100	111	0	0	1	111	4	114	7.81e-82	234
KY21.Chr5.963	tr|H2Y307|H2Y307_CIOIN	99.819	552	1	0	44	595	1	552	0	1149	99.819	552	1	0	1	552	44	595	0	1149
KY21.Chr5.964	tr|F6VQK0|F6VQK0_CIOIN	100	468	0	0	771	1238	1	468	0	939	100	468	0	0	1	468	771	1238	0	939
KY21.Chr5.965	tr|F6Q5D4|F6Q5D4_CIOIN	99.542	437	2	0	13	449	1	437	0	905	99.542	437	2	0	1	437	13	449	0	905
KY21.Chr5.966	tr|H2XVM4|H2XVM4_CIOIN	94.218	588	6	1	663	1222	1	588	0	1154	94.218	588	6	1	1	588	663	1222	0	1154
KY21.Chr5.967	tr|F6XK22|F6XK22_CIOIN	98.514	740	8	1	105	841	1	740	0	1518	98.514	740	8	1	1	740	105	841	0	1518
KY21.Chr5.968	tr|F6ZZS3|F6ZZS3_CIOIN	96.319	163	6	0	27	189	1	163	1.41e-114	321	96.319	163	6	0	1	163	27	189	1.9e-114	321
KY21.Chr5.969	tr|F6Y8T6|F6Y8T6_CIOIN	99.174	121	1	0	6	126	1	121	1.09e-87	256	99.174	121	1	0	1	121	6	126	1.12e-87	256
KY21.Chr5.97	tr|F7AWK4|F7AWK4_CIOIN	98.585	636	8	1	1	636	41	675	0	1305	98.585	636	8	1	41	675	1	636	0	1305
KY21.Chr5.970	tr|F6ZZV7|F6ZZV7_CIOIN	99.401	334	2	0	7	340	1	334	0	693	99.401	334	2	0	1	334	7	340	0	693
KY21.Chr5.972	tr|F6WG20|F6WG20_CIOIN	99.125	343	3	0	2	344	1	343	0	693	99.125	343	3	0	1	343	2	344	0	693
KY21.Chr5.975	tr|F6UR25|F6UR25_CIOIN	88.014	559	26	6	8	557	1	527	0	940	87.567	563	29	6	1	531	8	561	0	931
KY21.Chr5.976	tr|F6UQM6|F6UQM6_CIOIN	86.391	654	27	7	6	614	1	637	0	1107	86.391	654	27	7	1	637	6	614	0	1107
KY21.Chr5.978	tr|F6UQL0|F6UQL0_CIOIN	99.025	513	5	0	9	521	1	513	0	1063	99.025	513	5	0	1	513	9	521	0	1063
KY21.Chr5.98	tr|F6XH64|F6XH64_CIOIN	93.973	448	3	1	19	442	1	448	0	828	93.973	448	3	1	1	448	19	442	0	828
KY21.Chr5.980	tr|F6UQJ9|F6UQJ9_CIOIN	97.337	676	1	1	4	679	1	659	0	1376	97.337	676	1	1	1	659	4	679	0	1376
KY21.Chr5.981	tr|F6UQ99|F6UQ99_CIOIN	99.658	292	1	0	17	308	1	292	0	617	99.658	292	1	0	1	292	17	308	0	617
KY21.Chr5.984	tr|F6PP44|F6PP44_CIOIN	98.37	368	2	1	2	369	1	364	0	746	98.37	368	2	1	1	364	2	369	0	746
KY21.Chr5.986	tr|F6PNS0|F6PNS0_CIOIN	99.278	277	2	0	10	286	1	277	0	582	99.278	277	2	0	1	277	10	286	0	582
KY21.Chr5.987	tr|F6PNT4|F6PNT4_CIOIN	96.307	352	5	1	60	403	1	352	0	704	96.307	352	5	1	1	352	60	403	0	704
KY21.Chr5.988	tr|H2XTN4|H2XTN4_CIOIN	95.71	676	20	3	11	679	1	674	0	1319	95.71	676	20	3	1	674	11	679	0	1319
KY21.Chr5.989	tr|F6X2C4|F6X2C4_CIOIN	99.359	312	2	0	9	320	1	312	0	636	99.359	312	2	0	1	312	9	320	0	636
KY21.Chr5.99	tr|F6XH93|F6XH93_CIOIN	99.367	316	2	0	8	323	1	316	0	644	99.367	316	2	0	1	316	8	323	0	644
KY21.Chr5.991	tr|F6UF94|F6UF94_CIOIN	99.052	211	2	0	7	217	1	211	2.4e-155	427	99.052	211	2	0	1	211	7	217	3.64e-155	427
KY21.Chr5.992	tr|F6UF05|F6UF05_CIOIN	99.598	497	2	0	3	499	1	497	0	1035	99.598	497	2	0	1	497	3	499	0	1035
KY21.Chr5.994	tr|F6ZR93|F6ZR93_CIOIN	98.985	197	2	0	14	210	1	197	4.61e-144	401	98.985	197	2	0	1	197	14	210	5.07e-144	401
KY21.Chr5.995	tr|F6PJM3|F6PJM3_CIOIN	90.337	652	7	3	16	667	1	596	0	1192	90.337	652	7	2	1	596	16	667	0	1192
KY21.Chr5.996	tr|F6TYB0|F6TYB0_CIOIN	98.78	246	3	0	11	256	1	246	0	506	98.78	246	3	0	1	246	11	256	0	506
KY21.Chr5.997	tr|F6PJL7|F6PJL7_CIOIN	99.717	353	1	0	17	369	1	353	0	738	99.717	353	1	0	1	353	17	369	0	738
KY21.Chr5.999	tr|F6PJK7|F6PJK7_CIOIN	100	328	0	0	11	338	1	328	0	675	100	328	0	0	1	328	11	338	0	675
KY21.Chr6.102	tr|F6ULK2|F6ULK2_CIOIN	89.552	134	14	0	257	390	1	134	4.94e-81	248	89.552	134	14	0	1	134	257	390	1.97e-81	248
KY21.Chr6.103	tr|A0A1W2WEH6|A0A1W2WEH6_CIOIN	99.185	368	3	0	37	404	23	390	0	763	99.185	368	3	0	23	390	37	404	0	763
KY21.Chr6.104	tr|F6ZDC7|F6ZDC7_CIOIN	99.464	560	3	0	8	567	1	560	0	1155	99.464	560	3	0	1	560	8	567	0	1155
KY21.Chr6.105	tr|H2XMC6|H2XMC6_CIOIN	100	496	0	0	4	499	1	496	0	937	100	496	0	0	1	496	4	499	0	937
KY21.Chr6.106	tr|F6VBG8|F6VBG8_CIOIN	70.275	545	90	8	27	569	9	483	0	723	70.275	545	90	8	9	483	27	569	0	723
KY21.Chr6.107	tr|F6X9U7|F6X9U7_CIOIN	98.462	325	5	0	35	359	1	325	0	669	98.462	325	5	0	1	325	35	359	0	669
KY21.Chr6.108	tr|F7BAZ7|F7BAZ7_CIOIN	99.176	849	3	2	1034	1878	1	849	0	1766	99.176	849	3	2	1	849	1034	1878	0	1766
KY21.Chr6.109	tr|F6XA18|F6XA18_CIOIN	97.74	177	4	0	290	466	1	177	1.58e-124	365	97.74	177	4	0	1	177	290	466	6.66e-125	365
KY21.Chr6.11	tr|F6TSM9|F6TSM9_CIOIN	93.664	363	4	1	295	638	1	363	0	674	93.664	363	4	1	1	363	295	638	0	674
KY21.Chr6.112	tr|F6TDF7|F6TDF7_CIOIN	98.734	237	3	0	9	245	1	237	2.77e-177	489	98.734	237	3	0	1	237	9	245	3.23e-177	489
KY21.Chr6.113	tr|F6XA29|F6XA29_CIOIN	100	63	0	0	36	98	1	63	3.78e-43	133	100	63	0	0	1	63	36	98	3.8e-43	133
KY21.Chr6.114	tr|F6TDH1|F6TDH1_CIOIN	99.482	193	1	0	2	194	1	193	7.21e-143	394	99.482	193	1	0	1	193	2	194	1.12e-142	394
KY21.Chr6.117	tr|F6XXQ7|F6XXQ7_CIOIN	99.548	221	1	0	5	225	1	221	7.16e-168	460	99.548	221	1	0	1	221	5	225	1.1e-167	460
KY21.Chr6.118	tr|H2Y3D1|H2Y3D1_CIOIN	95.726	117	5	0	2	118	2	118	8.06e-81	231	95.726	117	5	0	2	118	2	118	1.26e-80	231
KY21.Chr6.121	tr|F6YP38|F6YP38_CIOIN	100	150	0	0	8	157	1	150	1.91e-106	299	100	150	0	0	1	150	8	157	2.86e-106	299
KY21.Chr6.122	tr|F6XYV2|F6XYV2_CIOIN	98.795	249	1	1	4	250	1	249	0	505	98.795	249	1	1	1	249	4	250	0	505
KY21.Chr6.123	tr|F6RSE2|F6RSE2_CIOIN	99.228	259	2	0	19	277	1	259	0	524	99.228	259	2	0	1	259	19	277	0	524
KY21.Chr6.124	tr|Q1RLF1|Q1RLF1_CIOIN	99.167	240	2	0	1	240	1	240	3.18e-175	484	99.167	240	2	0	1	240	1	240	6.28e-175	484
KY21.Chr6.125	tr|H2XWZ6|H2XWZ6_CIOIN	99.375	160	1	0	3	162	1	160	1.21e-116	325	99.375	160	1	0	1	160	3	162	1.87e-116	325
KY21.Chr6.126	tr|H2XLC7|H2XLC7_CIOIN	99.713	698	2	0	67	764	6	703	0	1433	99.713	698	2	0	6	703	67	764	0	1433
KY21.Chr6.128	tr|F6UVK0|F6UVK0_CIOIN	99.04	729	6	1	9	737	1	728	0	1490	99.04	729	6	1	1	728	9	737	0	1490
KY21.Chr6.129	tr|H2XV73|H2XV73_CIOIN	93.333	75	5	0	1	75	1	75	2.02e-47	144	93.333	75	5	0	1	75	1	75	4.26e-47	144
KY21.Chr6.13	tr|F6TSI9|F6TSI9_CIOIN	98.712	466	6	0	9	474	1	466	0	945	98.712	466	6	0	1	466	9	474	0	945
KY21.Chr6.130	tr|F6U1K1|F6U1K1_CIOIN	95.088	509	7	2	11	516	1	494	0	987	95.088	509	7	2	1	494	11	516	0	987
KY21.Chr6.131	tr|F6VM24|F6VM24_CIOIN	98.582	282	4	0	8	289	1	282	0	578	98.582	282	4	0	1	282	8	289	0	578
KY21.Chr6.135	tr|H2Y0H5|H2Y0H5_CIOIN	98.98	392	4	0	15	406	1	392	0	799	98.98	392	4	0	1	392	15	406	0	799
KY21.Chr6.136	tr|F6W8L4|F6W8L4_CIOIN	97.633	169	4	0	5	173	1	169	9.36e-123	342	97.633	169	4	0	1	169	5	173	1.43e-122	342
KY21.Chr6.138	tr|F6UV64|F6UV64_CIOIN	99.533	428	2	0	385	812	73	500	0	879	99.533	428	2	0	73	500	385	812	0	879
KY21.Chr6.139	tr|F6UV55|F6UV55_CIOIN	99.587	242	1	0	10	251	1	242	4.24e-168	480	99.587	242	1	0	1	242	10	251	2.32e-168	480
KY21.Chr6.14	tr|Q8MXX3|Q8MXX3_CIOIN	100	92	0	0	8	99	1	92	9.4e-65	189	100	92	0	0	1	92	8	99	1.37e-64	189
KY21.Chr6.140	tr|H2Y015|H2Y015_CIOIN	98.352	182	3	0	91	272	1	182	5.85e-124	373	98.352	182	3	0	1	182	91	272	1.69e-124	373
KY21.Chr6.141	tr|Q4H3L5|Q4H3L5_CIOIN	100	314	0	0	2	315	37	350	0	652	100	314	0	0	37	350	2	315	0	652
KY21.Chr6.142	tr|F6VWF0|F6VWF0_CIOIN	98	100	2	0	7	106	1	100	2.97e-72	208	98	100	2	0	1	100	7	106	4.39e-72	208
KY21.Chr6.144	tr|F6TY25|F6TY25_CIOIN	98.462	65	1	0	37	101	1	65	2.87e-43	134	98.462	65	1	0	1	65	37	101	2.89e-43	134
KY21.Chr6.145	tr|F6TY07|F6TY07_CIOIN	100	62	0	0	37	98	1	62	4.07e-42	130	100	62	0	0	1	62	37	98	4.03e-42	130
KY21.Chr6.146	tr|F6TY12|F6TY12_CIOIN	95.312	64	3	0	7	70	1	64	5.86e-42	129	95.312	64	3	0	1	64	7	70	8.39e-42	129
KY21.Chr6.149	tr|F6U7U1|F6U7U1_CIOIN	98.462	65	1	0	37	101	1	65	1.61e-40	127	98.462	65	1	0	1	65	37	101	1.62e-40	127
KY21.Chr6.15	tr|H2XJU2|H2XJU2_CIOIN	100	210	0	0	5	214	1	210	5.25e-159	437	100	210	0	0	1	210	5	214	7.88e-159	437
KY21.Chr6.150	tr|F6US42|F6US42_CIOIN	98.596	285	4	0	9	293	1	285	0	589	98.596	285	4	0	1	285	9	293	0	589
KY21.Chr6.151	tr|F6WWE8|F6WWE8_CIOIN	79.084	655	67	9	1532	2186	1	585	0	940	79.084	655	67	9	1	585	1532	2186	0	940
KY21.Chr6.152	tr|F6U7D4|F6U7D4_CIOIN	95.556	225	10	0	12	236	1	225	2.64e-142	396	95.556	225	10	0	1	225	12	236	3.91e-142	396
KY21.Chr6.154	tr|F6U7B2|F6U7B2_CIOIN	100	512	0	0	12	523	1	512	0	1070	100	512	0	0	1	512	12	523	0	1070
KY21.Chr6.155	tr|H2XVH4|H2XVH4_CIOIN	99.539	217	1	0	828	1044	1	217	5.42e-137	416	99.539	217	1	0	1	217	828	1044	1.41e-137	416
