ID_protein	gene	gene_name	PE	SV
tr|H2XP26|H2XP26_CIOIN	Iron-sulfur cluster assembly scaffold protein IscU-like	LOC101243380	PE=3	SV=1
tr|H2XP27|H2XP27_CIOIN	Tudor domain-containing protein		PE=4	SV=1
tr|H2XP29|H2XP29_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP30|H2XP30_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP31|H2XP31_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP32|H2XP32_CIOIN	MADF domain-containing protein		PE=4	SV=1
tr|H2XP33|H2XP33_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP34|H2XP34_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP35|H2XP35_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP36|H2XP36_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP38|H2XP38_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP39|H2XP39_CIOIN	YrzI family small protein		PE=4	SV=1
tr|H2XP41|H2XP41_CIOIN	Secreted protein		PE=4	SV=1
tr|H2XP42|H2XP42_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP43|H2XP43_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP44|H2XP44_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP45|H2XP45_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP46|H2XP46_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP47|H2XP47_CIOIN	G protein gamma domain-containing protein		PE=3	SV=1
tr|H2XP48|H2XP48_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP49|H2XP49_CIOIN	Secretory immunoglobulin A-binding protein EsiB-like	LOC100175046	PE=4	SV=1
tr|H2XP50|H2XP50_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP52|H2XP52_CIOIN	UBC core domain-containing protein		PE=4	SV=1
tr|H2XP53|H2XP53_CIOIN	PrdX deacylase domain-containing protein 1	LOC108950184	PE=3	SV=1
tr|H2XP54|H2XP54_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP56|H2XP56_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP57|H2XP57_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP58|H2XP58_CIOIN	Secreted protein		PE=4	SV=1
tr|H2XP59|H2XP59_CIOIN	Spermatogenesis-associated protein 7		PE=4	SV=1
tr|H2XP62|H2XP62_CIOIN	CUB domain-containing protein		PE=4	SV=1
tr|H2XP63|H2XP63_CIOIN	Islet cell autoantigen Ica1 C-terminal domain-containing protein		PE=4	SV=1
tr|H2XP64|H2XP64_CIOIN	EF-hand domain-containing protein		PE=4	SV=1
tr|H2XP65|H2XP65_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP66|H2XP66_CIOIN	EF-hand domain-containing protein		PE=4	SV=1
tr|H2XP67|H2XP67_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP68|H2XP68_CIOIN	Methyltransferase type 11 domain-containing protein		PE=4	SV=1
tr|H2XP69|H2XP69_CIOIN	SMP-30/Gluconolactonase/LRE-like region domain-containing protein		PE=4	SV=1
tr|H2XP71|H2XP71_CIOIN	Bromo domain-containing protein		PE=4	SV=1
tr|H2XP73|H2XP73_CIOIN	FK506-binding protein 3	LOC100182574	PE=4	SV=1
tr|H2XP74|H2XP74_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP75|H2XP75_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP76|H2XP76_CIOIN	Cysteine-rich motor neuron 1 protein-like	LOC100175823	PE=4	SV=1
tr|H2XP78|H2XP78_CIOIN	RRM domain-containing protein		PE=4	SV=1
tr|H2XP79|H2XP79_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP80|H2XP80_CIOIN	Secreted protein		PE=4	SV=1
tr|H2XP81|H2XP81_CIOIN	Thioredoxin domain-containing protein		PE=4	SV=1
tr|H2XP83|H2XP83_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP84|H2XP84_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP85|H2XP85_CIOIN	G-protein coupled receptor 84-like	LOC100182483	PE=4	SV=1
tr|H2XP86|H2XP86_CIOIN	Secreted protein		PE=4	SV=1
tr|H2XP87|H2XP87_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP88|H2XP88_CIOIN	Peptidase S1 domain-containing protein		PE=4	SV=1
tr|H2XP92|H2XP92_CIOIN	Tumor susceptibility gene 101 protein-like	LOC104265386	PE=3	SV=1
tr|H2XP94|H2XP94_CIOIN	Ig-like domain-containing protein		PE=4	SV=1
tr|H2XP95|H2XP95_CIOIN	"Beta-1,3-glucosyltransferase"		PE=4	SV=1
tr|H2XP96|H2XP96_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP97|H2XP97_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XP98|H2XP98_CIOIN	ZP domain-containing protein		PE=4	SV=1
tr|H2XP99|H2XP99_CIOIN	Sulfotransferase	LOC100175427	PE=3	SV=1
tr|H2XPA0|H2XPA0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPA1|H2XPA1_CIOIN	Ovule protein		PE=4	SV=1
tr|H2XPA2|H2XPA2_CIOIN	EF-hand domain-containing protein		PE=4	SV=1
tr|H2XPA3|H2XPA3_CIOIN	Ras-GEF domain-containing protein		PE=4	SV=1
tr|H2XPA4|H2XPA4_CIOIN	Sushi domain-containing protein		PE=4	SV=1
tr|H2XPA5|H2XPA5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPA6|H2XPA6_CIOIN	Sulfotransferase		PE=3	SV=1
tr|H2XPA7|H2XPA7_CIOIN	Uridine phosphorylase 2	LOC100184518	PE=3	SV=1
tr|H2XPA8|H2XPA8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPB1|H2XPB1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPB2|H2XPB2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPB3|H2XPB3_CIOIN	Envelope glycoprotein		PE=4	SV=1
tr|H2XPB5|H2XPB5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPB6|H2XPB6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPB7|H2XPB7_CIOIN	Calcyphosin-like protein	LOC100179300	PE=4	SV=1
tr|H2XPB8|H2XPB8_CIOIN	ADP-ribosylation factor-like	LOC104266462	PE=3	SV=1
tr|H2XPB9|H2XPB9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPC0|H2XPC0_CIOIN	Helicase ATP-binding domain-containing protein		PE=4	SV=1
tr|H2XPC2|H2XPC2_CIOIN	Shootin-1		PE=4	SV=1
tr|H2XPC3|H2XPC3_CIOIN	C-type lectin domain-containing protein		PE=4	SV=1
tr|H2XPC4|H2XPC4_CIOIN	Pericentriolar material 1 protein C-terminal domain-containing protein		PE=4	SV=1
tr|H2XPC6|H2XPC6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPC7|H2XPC7_CIOIN	Glutathione peroxidase		PE=3	SV=1
tr|H2XPC9|H2XPC9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPD3|H2XPD3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPD4|H2XPD4_CIOIN	chitinase	LOC101242069	PE=4	SV=1
tr|H2XPD5|H2XPD5_CIOIN	U2A'/phosphoprotein 32 family A C-terminal domain-containing protein		PE=4	SV=1
tr|H2XPD6|H2XPD6_CIOIN	Sushi domain-containing protein		PE=4	SV=1
tr|H2XPD7|H2XPD7_CIOIN	Solute carrier family 22 member 15-like	LOC104266726	PE=4	SV=1
tr|H2XPD8|H2XPD8_CIOIN	Abnormal spindle-like microcephaly-associated protein ASH domain-containing protein		PE=4	SV=1
tr|H2XPD9|H2XPD9_CIOIN	Leucine zipper with capping helix domain-containing protein		PE=4	SV=1
tr|H2XPE0|H2XPE0_CIOIN	Macroglobulin domain-containing protein		PE=4	SV=1
tr|H2XPE1|H2XPE1_CIOIN	Serine-threonine/tyrosine-protein kinase catalytic domain-containing protein		PE=4	SV=1
tr|H2XPE2|H2XPE2_CIOIN	Ion transport domain-containing protein		PE=4	SV=1
tr|H2XPE4|H2XPE4_CIOIN	Ovule protein		PE=4	SV=1
tr|H2XPE5|H2XPE5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPE6|H2XPE6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPE7|H2XPE7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPE9|H2XPE9_CIOIN	Gamma-glutamyltransferase		PE=4	SV=1
tr|H2XPF0|H2XPF0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPF1|H2XPF1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPF2|H2XPF2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPF3|H2XPF3_CIOIN	Protein kinase domain-containing protein		PE=3	SV=1
tr|H2XPF5|H2XPF5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPF6|H2XPF6_CIOIN	G-patch domain-containing protein		PE=4	SV=1
tr|H2XPF7|H2XPF7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPF8|H2XPF8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPF9|H2XPF9_CIOIN	G-protein alpha subunit		PE=4	SV=1
tr|H2XPG0|H2XPG0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPG1|H2XPG1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPG2|H2XPG2_CIOIN	Transcription factor protein		PE=4	SV=1
tr|H2XPG4|H2XPG4_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|H2XPG5|H2XPG5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPG6|H2XPG6_CIOIN	Probable E3 ubiquitin-protein ligase HERC4	LOC100175761	PE=4	SV=1
tr|H2XPG7|H2XPG7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPG8|H2XPG8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPH0|H2XPH0_CIOIN	Paxillin		PE=4	SV=1
tr|H2XPH1|H2XPH1_CIOIN	Cilium assembly protein DZIP1 N-terminal domain-containing protein		PE=3	SV=1
tr|H2XPH2|H2XPH2_CIOIN	DUF3385 domain-containing protein		PE=4	SV=1
tr|H2XPH3|H2XPH3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPH4|H2XPH4_CIOIN	Peptidase S1 domain-containing protein		PE=4	SV=1
tr|H2XPH5|H2XPH5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPH7|H2XPH7_CIOIN	Secreted protein		PE=4	SV=1
tr|H2XPH8|H2XPH8_CIOIN	Calcineurin-like phosphoesterase domain-containing protein		PE=4	SV=1
tr|H2XPH9|H2XPH9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPI0|H2XPI0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPI1|H2XPI1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPI3|H2XPI3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPI5|H2XPI5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPI6|H2XPI6_CIOIN	DH domain-containing protein		PE=4	SV=1
tr|H2XPI7|H2XPI7_CIOIN	Tudor domain-containing protein		PE=4	SV=1
tr|H2XPI8|H2XPI8_CIOIN	Thyroglobulin type-1 domain-containing protein		PE=4	SV=1
tr|H2XPI9|H2XPI9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPJ0|H2XPJ0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPJ1|H2XPJ1_CIOIN	Fe2OG dioxygenase domain-containing protein		PE=3	SV=1
tr|H2XPJ2|H2XPJ2_CIOIN	LRP2-binding protein-like	LOC100176966	PE=4	SV=1
tr|H2XPJ3|H2XPJ3_CIOIN	CS domain-containing protein		PE=4	SV=1
tr|H2XPJ4|H2XPJ4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPJ5|H2XPJ5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPJ6|H2XPJ6_CIOIN	CCZ1/INTU/HSP4 first Longin domain-containing protein		PE=3	SV=1
tr|H2XPJ8|H2XPJ8_CIOIN	DNA2/NAM7 helicase helicase domain-containing protein		PE=4	SV=1
tr|H2XPJ9|H2XPJ9_CIOIN	Procollagen galactosyltransferase 1	LOC100183994	PE=3	SV=1
tr|H2XPK0|H2XPK0_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=4	SV=1
tr|H2XPK1|H2XPK1_CIOIN	Protein aurora borealis		PE=4	SV=1
tr|H2XPK2|H2XPK2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPK3|H2XPK3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPK4|H2XPK4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPK5|H2XPK5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPK6|H2XPK6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPK7|H2XPK7_CIOIN	WxxW domain-containing protein		PE=4	SV=1
tr|H2XPL0|H2XPL0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPL1|H2XPL1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPL2|H2XPL2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPL4|H2XPL4_CIOIN	Anaphase-promoting complex subunit 4 WD40 domain-containing protein		PE=4	SV=1
tr|H2XPL5|H2XPL5_CIOIN	Myb/SANT-like DNA-binding domain-containing protein		PE=4	SV=1
tr|H2XPL6|H2XPL6_CIOIN	Mitochondrial carrier protein		PE=3	SV=1
tr|H2XPL7|H2XPL7_CIOIN	Sin3 histone deacetylase corepressor complex component SDS3	LOC100176706	PE=4	SV=1
tr|H2XPL8|H2XPL8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPL9|H2XPL9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPM1|H2XPM1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPM2|H2XPM2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPM3|H2XPM3_CIOIN	BTB domain-containing protein		PE=4	SV=1
tr|H2XPM4|H2XPM4_CIOIN	Uncharacterized LOC101242041	LOC101242041	PE=4	SV=1
tr|H2XPM5|H2XPM5_CIOIN	Uncharacterized LOC100176256	LOC100176256	PE=4	SV=1
tr|H2XPM6|H2XPM6_CIOIN	WD repeat-containing protein 61-like	LOC100182087	PE=4	SV=1
tr|H2XPM8|H2XPM8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPN0|H2XPN0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPN1|H2XPN1_CIOIN	DRBM domain-containing protein		PE=4	SV=1
tr|H2XPN2|H2XPN2_CIOIN	DUF4203 domain-containing protein		PE=3	SV=1
tr|H2XPN3|H2XPN3_CIOIN	TNFR-Cys domain-containing protein		PE=4	SV=1
tr|H2XPN4|H2XPN4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPN5|H2XPN5_CIOIN	Ovule protein		PE=4	SV=1
tr|H2XPN6|H2XPN6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPN8|H2XPN8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPN9|H2XPN9_CIOIN	CCAAT-binding factor domain-containing protein		PE=3	SV=1
tr|H2XPP0|H2XPP0_CIOIN	DRBM domain-containing protein		PE=4	SV=1
tr|H2XPP1|H2XPP1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPP2|H2XPP2_CIOIN	Marginal zone B- and B1-cell-specific protein-like	LOC100178292	PE=4	SV=1
tr|H2XPP3|H2XPP3_CIOIN	Sushi domain-containing protein		PE=4	SV=1
tr|H2XPP4|H2XPP4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPP5|H2XPP5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPP6|H2XPP6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPP7|H2XPP7_CIOIN	Ankyrin repeat and LEM domain-containing protein 2-like	LOC113475729	PE=4	SV=1
tr|H2XPP8|H2XPP8_CIOIN	VWFA domain-containing protein		PE=4	SV=1
tr|H2XPP9|H2XPP9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPQ0|H2XPQ0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPQ1|H2XPQ1_CIOIN	Trafficking protein particle complex subunit 11 domain-containing protein		PE=4	SV=1
tr|H2XPQ2|H2XPQ2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPQ3|H2XPQ3_CIOIN	Integrator complex subunit 10		PE=4	SV=1
tr|H2XPQ5|H2XPQ5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPQ6|H2XPQ6_CIOIN	DZF domain-containing protein		PE=4	SV=1
tr|H2XPQ7|H2XPQ7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPQ8|H2XPQ8_CIOIN	RRM domain-containing protein		PE=3	SV=1
tr|H2XPQ9|H2XPQ9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPR0|H2XPR0_CIOIN	GTP-binding protein RAD-like	LOC100180604	PE=4	SV=1
tr|H2XPR1|H2XPR1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPR2|H2XPR2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPR6|H2XPR6_CIOIN	GT23 domain-containing protein		PE=3	SV=1
tr|H2XPR7|H2XPR7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPR8|H2XPR8_CIOIN	Small lysine-rich protein 1-like	LOC100180784	PE=4	SV=1
tr|H2XPR9|H2XPR9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPS0|H2XPS0_CIOIN	C-type lectin domain-containing protein		PE=4	SV=1
tr|H2XPS1|H2XPS1_CIOIN	PARP catalytic domain-containing protein		PE=3	SV=1
tr|H2XPS2|H2XPS2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPS3|H2XPS3_CIOIN	VWFA domain-containing protein		PE=4	SV=1
tr|H2XPS4|H2XPS4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPS5|H2XPS5_CIOIN	Peptidase S1 domain-containing protein		PE=4	SV=1
tr|H2XPS6|H2XPS6_CIOIN	G-protein coupled receptors family 1 profile domain-containing protein		PE=4	SV=1
tr|H2XPS7|H2XPS7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPS8|H2XPS8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPS9|H2XPS9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPT0|H2XPT0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPT2|H2XPT2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPT3|H2XPT3_CIOIN	Dynein heavy chain linker domain-containing protein		PE=4	SV=1
tr|H2XPT4|H2XPT4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPT5|H2XPT5_CIOIN	Cytosolic iron-sulfur assembly component 2A	LOC100184069	PE=3	SV=1
tr|H2XPT6|H2XPT6_CIOIN	Uncharacterized LOC100178030	LOC100178030	PE=4	SV=1
tr|H2XPT7|H2XPT7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPT8|H2XPT8_CIOIN	Uncharacterized LOC100187199	LOC100187199	PE=4	SV=1
tr|H2XPT9|H2XPT9_CIOIN	peptidylprolyl isomerase		PE=4	SV=1
tr|H2XPU0|H2XPU0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPU1|H2XPU1_CIOIN	WH1 domain-containing protein		PE=4	SV=1
tr|H2XPU2|H2XPU2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPU5|H2XPU5_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPU6|H2XPU6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPU7|H2XPU7_CIOIN	Uncharacterized LOC100181219	LOC100181219	PE=4	SV=1
tr|H2XPU8|H2XPU8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPU9|H2XPU9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPV0|H2XPV0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPV1|H2XPV1_CIOIN	Protein-tyrosine-phosphatase		PE=3	SV=1
tr|H2XPV2|H2XPV2_CIOIN	KHA domain-containing protein		PE=4	SV=1
tr|H2XPV3|H2XPV3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPV4|H2XPV4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPV6|H2XPV6_CIOIN	Lipid-binding serum glycoprotein N-terminal domain-containing protein		PE=4	SV=1
tr|H2XPV7|H2XPV7_CIOIN	Acetyl-coenzyme A transporter 1	LOC100181010	PE=4	SV=1
tr|H2XPV8|H2XPV8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPV9|H2XPV9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPW0|H2XPW0_CIOIN	P-type domain-containing protein		PE=4	SV=1
tr|H2XPW1|H2XPW1_CIOIN	Uncharacterized LOC100176935	LOC100176935	PE=4	SV=1
tr|H2XPW2|H2XPW2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPW3|H2XPW3_CIOIN	EGF-like domain-containing protein		PE=4	SV=1
tr|H2XPW4|H2XPW4_CIOIN	Transcription factor protein		PE=4	SV=1
tr|H2XPW5|H2XPW5_CIOIN	Rab-GAP TBC domain-containing protein		PE=4	SV=1
tr|H2XPW6|H2XPW6_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPW7|H2XPW7_CIOIN	Secreted protein		PE=4	SV=1
tr|H2XPW8|H2XPW8_CIOIN	ZP domain-containing protein		PE=4	SV=1
tr|H2XPX1|H2XPX1_CIOIN	Protein kinase domain-containing protein		PE=4	SV=1
tr|H2XPX3|H2XPX3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPX5|H2XPX5_CIOIN	Peptidase S1 domain-containing protein		PE=4	SV=1
tr|H2XPX6|H2XPX6_CIOIN	DUF4190 domain-containing protein		PE=4	SV=1
tr|H2XPX8|H2XPX8_CIOIN	F-box domain-containing protein		PE=4	SV=1
tr|H2XPY0|H2XPY0_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPY1|H2XPY1_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPY2|H2XPY2_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPY3|H2XPY3_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPY4|H2XPY4_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPY5|H2XPY5_CIOIN	Lysosomal protective protein	LOC100183589	PE=3	SV=1
tr|H2XPY7|H2XPY7_CIOIN	Uncharacterized protein		PE=3	SV=1
tr|H2XPY8|H2XPY8_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPY9|H2XPY9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPZ1|H2XPZ1_CIOIN	Major facilitator superfamily associated domain-containing protein		PE=4	SV=1
tr|H2XPZ2|H2XPZ2_CIOIN	Fringe		PE=4	SV=1
tr|H2XPZ3|H2XPZ3_CIOIN	DnaJ homologue subfamily C GRV2/DNAJC13 N-terminal domain-containing protein		PE=4	SV=1
tr|H2XPZ4|H2XPZ4_CIOIN	BEACH domain-containing protein		PE=4	SV=1
tr|H2XPZ7|H2XPZ7_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XPZ8|H2XPZ8_CIOIN	TIR domain-containing protein		PE=4	SV=1
tr|H2XPZ9|H2XPZ9_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ00|H2XQ00_CIOIN	PHD-type domain-containing protein		PE=4	SV=1
tr|H2XQ02|H2XQ02_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ04|H2XQ04_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ05|H2XQ05_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ07|H2XQ07_CIOIN	Small EDRK-rich factor-like N-terminal domain-containing protein		PE=3	SV=1
tr|H2XQ08|H2XQ08_CIOIN	PPM-type phosphatase domain-containing protein		PE=4	SV=1
tr|H2XQ09|H2XQ09_CIOIN	Sulfotransferase		PE=3	SV=1
tr|H2XQ12|H2XQ12_CIOIN	Sushi domain-containing protein		PE=4	SV=1
tr|H2XQ13|H2XQ13_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ14|H2XQ14_CIOIN	Fibronectin type-III domain-containing protein		PE=4	SV=1
tr|H2XQ15|H2XQ15_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ17|H2XQ17_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ18|H2XQ18_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ19|H2XQ19_CIOIN	Aminotransferase class V domain-containing protein		PE=4	SV=1
tr|H2XQ20|H2XQ20_CIOIN	SOCS box domain-containing protein		PE=4	SV=1
tr|H2XQ21|H2XQ21_CIOIN	Uncharacterized LOC100176091	LOC100176091	PE=4	SV=1
tr|H2XQ24|H2XQ24_CIOIN	Zinc transporter ZIP14		PE=4	SV=1
tr|H2XQ25|H2XQ25_CIOIN	BIG2 domain-containing protein		PE=3	SV=1
tr|H2XQ26|H2XQ26_CIOIN	Ovule protein		PE=4	SV=1
tr|H2XQ27|H2XQ27_CIOIN	Tubulin polyglutamylase TTLL11		PE=4	SV=1
tr|H2XQ28|H2XQ28_CIOIN	Neprilysin-4-like	LOC100184420	PE=4	SV=1
tr|H2XQ29|H2XQ29_CIOIN	Putative deoxyribonuclease TATDN3	LOC100179603	PE=3	SV=1
tr|H2XQ30|H2XQ30_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ31|H2XQ31_CIOIN	cGMP-dependent protein kinase N-terminal coiled-coil domain-containing protein		PE=4	SV=1
tr|H2XQ33|H2XQ33_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ35|H2XQ35_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ37|H2XQ37_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ38|H2XQ38_CIOIN	Tyrosinase copper-binding domain-containing protein		PE=4	SV=1
tr|H2XQ39|H2XQ39_CIOIN	Major facilitator superfamily (MFS) profile domain-containing protein		PE=4	SV=1
tr|H2XQ40|H2XQ40_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ41|H2XQ41_CIOIN	Uracil-DNA glycosylase-like domain-containing protein		PE=4	SV=1
tr|H2XQ44|H2XQ44_CIOIN	EF-hand calcium-binding domain-containing protein 14	LOC100180291	PE=4	SV=1
tr|H2XQ45|H2XQ45_CIOIN	Uncharacterized protein		PE=4	SV=1
tr|H2XQ47|H2XQ47_CIOIN	Uncharacterized protein		PE=4	SV=1
